Avg. Rate,Configs,Possession Date,location,price,title,Avg. Price,Built Up Area,Possession Status,Plot Area
24.07k per sqft.,"1, 2 BHK Apartments","Aug, 2022","Khar East, Mumbai",78.0 L - 1.54 Cr,Shivalik Bandra North Gulmohar Avenue,,,,
,"3, 4 BHK Apartments","Dec, 2022","Jacob Circle, Mumbai",Price on Request,DB Orchid Heights,,,,
,"1, 3 BHK Apartments",,"Malabar Hill, Mumbai",Price on Request,Fairdeal Ocean 360,,,Under Construction,
,"2, 3, 4 BHK Apartment,Duplexes","Dec, 2025","Madh, Mumbai",Price on Request,Raheja Exotica Verona,,,,
40k per sqft.,1 BHK Apartment,"Nov, 2025","Marine Lines, Mumbai",1.69 Cr - 1.71 Cr,Alamdar Marine Palace,,,,
,"1, 2, 3, 4 BHK Apartments","Dec, 2021","Malabar Hill, Mumbai",Price on Request,Lodha Seaview,,,,
,,"29th Jun, 2020","Borivali East, Mumbai",1.4 Cr,2 BHK Apartment, 19.69k / sqft.,711 sqft.,,
,,,"Lower Parel, Mumbai",1.9 Cr,1 BHK Apartment, 34.55k / sqft.,550 sqft.,,
,,,"Mazgaon, Mumbai",1.4 Cr,1 BHK Apartment, 35.0k / sqft.,400 sqft.,,
,,,"Powai, Mumbai",1.3 Cr,2 BHK Apartment, 22.41k / sqft.,580 sqft.,,
,,,"Malad West, Mumbai",1.55 Cr,2 BHK Apartment, 22.14k / sqft.,700 sqft.,,
23.5k per sqft.,"2, 2.5 BHK Apartments","Dec, 2025","Mulund East, Mumbai",1.46 Cr - 1.91 Cr,Upper Nest,,,,
22k per sqft.,"1, 2 BHK Apartments","Mar, 2020","Trombay, Mumbai",80.23 L - 1.14 Cr,Kishraj Satwaratna Co Op Hsg Society Ltd,,,,
22k per sqft.,"2, 2.5, 3, 4 BHK Apartments","Dec, 2023","Mankhurd, Mumbai",1.2 Cr - 2.38 Cr,Mangal Moorti Sale Building No 14 Phase 1,,,,
,"1, 2, 3 BHK Apartments","Dec, 2019","Mahim, Mumbai",Price on Request,Ruparel Iris,,,,
,3 BHK Apartment,,"Trombay, Mumbai",Price on Request,Sadguru Sea Breeze,,,Ready to Move,
23k per sqft.,"1, 1.5, 2, 2.5, 3 BHK Apartments",,"Sakinaka, Mumbai",91.08 L - 2.06 Cr,Gundecha Asta Phase I,,,Ready to Move,
45k per sqft.,"1, 2, 3 BHK Apartments",,"Marine Lines, Mumbai",1.09 Cr - 4.57 Cr,Earth Baug,,,Ready to Move,
21.94k per sqft.,"2, 3, 4 BHK Apartments",,"Madh, Mumbai",1.83 Cr - 4.34 Cr,Raheja Exotica Sorento,,,Ready to Move,
,"2, 3 BHK Apartments","Dec, 2024","Marine Lines, Mumbai",Price on Request,HBS HBS Marineview,,,,
,"2, 3 BHK Apartments","Mar, 2021","Malabar Hill, Mumbai",Price on Request,Vinod 36 Babulnath,,,,
,,,"Vile Parle East, Mumbai",2.5 Cr,2 BHK Apartment, 30.3k / sqft.,825 sqft.,,
,,"9th Dec, 2023","Bhandup West, Mumbai",85.0 L,2 BHK Apartment, 10.63k / sqft.,800 sqft.,,
,,,"Powai, Mumbai",2.1 Cr,2 BHK Apartment, 23.08k / sqft.,910 sqft.,,
,,,"Powai, Mumbai",1.7 Cr,2 BHK Apartment, 19.74k / sqft.,861 sqft.,,
,,"29th Aug, 2020","Borivali East, Mumbai",1.44 Cr,2 BHK Apartment, 18.46k / sqft.,780 sqft.,,
,"1, 2, 3 BHK Apartments","Dec, 2020","Mumbai Central, Mumbai",Price on Request,Dudhwala Complex Phase 2,,,,
,"1, 2, 3 BHK Apartments",,"Girgaon, Mumbai",Price on Request,Rohan Lifescapes Hari-Har,,,Ready to Move,
26k per sqft.,1 BHK Apartment,"Dec, 2023","Matunga West, Mumbai",1.28 Cr - 1.3 Cr,Shree Ruparel Nova,,,,
28.66k per sqft.,2 BHK Apartment,"Dec, 2021","Vikhroli East, Mumbai",1.48 Cr - 1.89 Cr,SGE Vikhroli Saikrupa,,,,
82k per sqft.,"3, 5 BHK Apartments","Dec, 2020","Worli, Mumbai",7.44 Cr - 44.28 Cr,Provenance Four Seasons Private Residences,,,,
,"1, 1.5, 2 BHK Apartments","Jun, 2025","Bhuleshwar, Mumbai",Price on Request,Rubberwala Nebula,,,,
,"1, 2 BHK Apartments","Dec, 2022","Byculla, Mumbai",Price on Request,The Baya Victoria,,,,
,"2, 3, 4 BHK Apartments","Dec, 2020","Matunga West, Mumbai",Price on Request,Raj Riddhi Residency,,,,
,"1, 2, 2.5, 3 BHK Apartments",,"Ramabai Ambedkar Nagar, Mumbai",Price on Request,Neelam Solstice Phase I,,,Under Construction,
,"1 RK, 1, 2, 3 BHK Apartments","Dec, 2021","Trombay, Mumbai",Price on Request,Swastik Sea Breeze CHS Ltd,,,,
,,"30th Dec, 2021","Ghatkopar East, Mumbai",84.0 L,1 BHK Apartment, 12.73k / sqft.,660 sqft.,,
,,,"Kanjurmarg East, Mumbai",38.0 L,1 BHK Apartment, 10.13k / sqft.,375 sqft.,,
,,,"Ghatkopar East, Mumbai",1.18 Cr,1 BHK Apartment, 26.4k / sqft.,447 sqft.,,
,,,"Wadala East, Mumbai",2.9 Cr,3 BHK Apartment, 21.48k / sqft.,1350 sqft.,,
,,,"Kandivali East, Mumbai",2.55 Cr,3 BHK Apartment, 18.21k / sqft.,1400 sqft.,,
,3 BHK Apartment,,"Khar Danda, Mumbai",Price on Request,Dheeraj Equest,,,Ready to Move,
23k per sqft.,"1, 2 BHK Apartments","Sep, 2019","Khar East, Mumbai",92.32 L - 1.26 Cr,Citymaker City Pride,,,,
,1 RK Apartment,"Jun, 2020","Mahim, Mumbai",Price on Request,Magnus Gajanana,,,,
,"1, 2, 3, 5 BHK Apartments","Dec, 2020","Matunga West, Mumbai",Price on Request,Sanghvi Aaditya Elegance,,,,
,"1, 2, 3 BHK Apartments","Oct, 2024","Fort, Mumbai",Price on Request,Beauty Greenstone Heritage Wing D,,,,
42k per sqft.,"2, 3 BHK Apartments","Mar, 2021","Mahim, Mumbai",2.78 Cr - 4.99 Cr,Princecare Zinnia,,,,
38k per sqft.,2 BHK Apartment,"Jul, 2020",Matunga West,1.58 Cr - 2.83 Cr,Matra Jasoda Chsl Aryaman Metropolis,,,,
35.25k per sqft.,"1, 2, 3, 5 BHK Apartments","Dec, 2019","Mandvi, Mumbai",1.31 Cr - 5.45 Cr,Gold Plaza Orsam Angan,,,,
,"1, 2, 3 BHK Apartments","Mar, 2022","Mahim, Mumbai",Price on Request,Shagun 1 OSR,,,,
,"1 RK, 3 BHK Apartments","Jan, 2020","Malabar Hill, Mumbai",Price on Request,Anchor Daewoo South Ridge,,,,
,,,"Goregaon West, Mumbai",93.5 L,1 BHK Apartment, 14.38k / sqft.,650 sqft.,,
,,,"Vile Parle East, Mumbai",3.15 Cr,2 BHK Apartment, 29.03k / sqft.,1085 sqft.,,
,,,"Khar Danda, Mumbai",4.5 Cr,2 BHK Apartment, 37.5k / sqft.,1200 sqft.,,
,,,"Powai, Mumbai",2.69 Cr,3 BHK Apartment, 17.93k / sqft.,1500 sqft.,,
,,,"Vile Parle East, Mumbai",3.1 Cr,3 BHK Apartment, 30.39k / sqft.,1020 sqft.,,
50k per sqft.,3 BHK Apartment,,"Vile Parle West, Mumbai",5.3 Cr,Sun-Vision Solitaire,,,Ready to Move,
,1 BHK Apartment,"Jun, 2021","Masjid Bandar, Mumbai",Price on Request,SMY Safiya Heights,,,,
,"2, 3 BHK Apartments",,"Sewri, Mumbai",Price on Request,RNA Metropolis,,,Under Construction,
22.6k per sqft.,"1, 2.5, 3 BHK Apartments","Dec, 2023","Ramabai Ambedkar Nagar, Mumbai",96.28 L - 2.39 Cr,Rare Townships Rising City Houston Residency 15 To 18 Floor,,,,
36k per sqft.,"1, 2 BHK Apartments","Dec, 2022","Mahim, Mumbai",1.23 Cr - 2.5 Cr,Mama Heights,,,,
27.88k per sqft.,"1, 2 BHK Apartments","Mar, 2021","Kanjurmarg East, Mumbai",1.2 Cr - 1.53 Cr,Pratik Paradise,,,,
,"2, 3 BHK Apartments","Dec, 2021","S. V. Road, Kandivali West ",2.03 Cr - 2.8 Cr,Rodium Xpoint,,,,
,"4, 5, 6 BHK Apartments","Mar, 2025","Marine Lines, Mumbai",Price on Request,Marine Drive Ocean Towers Phase I,,,,
37.67k per sqft.,"1, 2 BHK Apartments",,"Vile Parle East, Mumbai",1.5 Cr - 2.1 Cr,Homai Mahal Premises,,,Ready to Move,
,"1, 2, 3 BHK Apartments","Oct, 2023","Fort, Mumbai",Price on Request,Beauty Greenstone Heritage Wing E And F,,,,
,,,"Bhandup West, Mumbai",48.0 L,1 BHK Apartment, 9.14k / sqft.,525 sqft.,,
,,,"Andheri West, Mumbai",2.7 Cr,3 BHK Apartment, 18.62k / sqft.,1450 sqft.,,
,,,"Malad West, Mumbai",1.1 Cr,2 BHK Apartment, 18.33k / sqft.,600 sqft.,,
,,,"Kandivali West, Mumbai",68.0 L,1 BHK Independent House, 8.0k / sqft.,850 sqft.,,
,,"30th Dec, 2020","Dahisar West, Mumbai",1.32 Cr,2 BHK Apartment, 14.67k / sqft.,900 sqft.,,
42k per sqft.,"1, 2 BHK Apartments","Apr, 2020","Agripada, Mumbai",2 Cr - 3.23 Cr,Hi Rock Kinjal Nine,,,,
35k per sqft.,"1, 2 BHK Apartments","Dec, 2020","Bhuleshwar, Mumbai",1.39 Cr - 3.9 Cr,Citymaker Aman Griha,,,,
,"1, 1.5, 2, 3 BHK Apartments","Dec, 2020","Kalbadevi, Mumbai",Price on Request,Sambhav Bayvue,,,,
51.92k per sqft.,2 BHK Apartment,"Jun, 2021","Matunga West, Mumbai",3.5 Cr,VVA Park Vision,,,,
45k per sqft.,"1, 1.5, 2, 3, 3.5 BHK Apartments","Dec, 2021","Matunga West, Mumbai",2.3 Cr - 6.3 Cr,Spenta Medius,,,,
67.81k per sqft.,"3, 4 BHK Apartments",,"Mahim, Mumbai",7.5 Cr - 10.0 Cr,Shristi Sea View,,,Under Construction,
32.2k per sqft.,"1, 2 BHK Apartments","Dec, 2019","Mazgaon, Mumbai",1.44 Cr - 1.78 Cr,Sambhav Grandeur,,,,
,"2, 3 BHK Apartments",,"Mahim, Mumbai",Price on Request,Omkar Vayu,,,Ready to Move,
,3 BHK Apartment,"Dec, 2022","Tardeo, Mumbai",Price on Request,Sambhav The Primordial House,,,,
27k per sqft.,"1, 2, 3 BHK Apartments","Dec, 2023","Kalbadevi, Mumbai",1.4 Cr - 2.73 Cr,Bhattad Sankalp,,,,
,,,"Goregaon East, Mumbai",34.0 L,1 RK Apartment, 7.56k / sqft.,450 sqft.,,
,,,"Goregaon West, Mumbai",2.49 Cr,3 BHK Apartment, 16.38k / sqft.,1520 sqft.,,
,,,"Bandra East, Mumbai",3.12 Cr,2 BHK Apartment, 37.23k / sqft.,838 sqft.,,
,,"30th Jun, 2020","Dahisar East, Mumbai",46.0 L,1 BHK Apartment, 7.86k / sqft.,585 sqft.,,
,,,"Bandra East, Mumbai",3.6 Cr,2 BHK Apartment, 36.36k / sqft.,990 sqft.,,
28.47k per sqft.,"1, 2 BHK Apartments",,"Vile Parle East, Mumbai",2.1 Cr - 2.96 Cr,Disha Datta Ramanand,,,Ready to Move,
,2 BHK Apartment,"Dec, 2021","Ghatkopar East, Mumbai",Price on Request,Shubham Atria,,,,
,"1, 2 BHK Apartments","Dec, 2022","Chinchpokli, Mumbai",Price on Request,Commercial Chandra Darshan Heights,,,,
,"1, 2, 3 BHK Apartments","Apr, 2020","Dharavi, Mumbai",Price on Request,Pushpa Pearl Residency,,,,
29.93k per sqft.,"1, 2, 3, 4 BHK Apartments",,"Wadala East, Mumbai",1.28 Cr - 4.84 Cr,Ajmera Aeon,,,Under Construction,
42.15k per sqft.,"2, 3 BHK Apartments","Dec, 2025","Lower Parel, Mumbai",3.39 Cr - 6.7 Cr,Piramal North Tower Tower 3,,,,
26k per sqft.,"2, 3 BHK Apartments","Apr, 2021","Kanjurmarg West, Mumbai",1.64 Cr - 3.1 Cr,Runwal Forest Tower 5 To 8,,,,
,"1, 2, 3, 4 BHK Apartments","Dec, 2022","Marine Lines, Mumbai",Price on Request,Sunrise Venetia,,,,
30.38k per sqft.,"Studio, 2, 3, 4 BHK Studio Apartment, Apartments",,"Wadala East, Mumbai",1.16 Cr - 6.27 Cr,Ajmera Zeon,,,Under Construction,
,"2, 3, 4 BHK Apartments","Dec, 2020","Prabhadevi, Mumbai",Price on Request,Hubtown Bay 1,,,,
,,"30th Oct, 2020","Bhandup West, Mumbai",60.0 L,1 BHK Apartment, 12.12k / sqft.,495 sqft.,,
,,,"Wadala East, Mumbai",11.0 L,1 RK Apartment, 3.14k / sqft.,350 sqft.,,
,,,"Andheri West, Mumbai",2.6 Cr,2 BHK Apartment, 18.57k / sqft.,1400 sqft.,,
,,,"Mulund West, Mumbai",2.5 Cr,3 BHK Apartment, 22.62k / sqft.,1105 sqft.,,
,,,"Andheri West, Mumbai",4.6 Cr,3 BHK Apartment, 29.68k / sqft.,1550 sqft.,,
,"1, 2 BHK Apartments","Dec, 2020","Mazgaon, Mumbai",Price on Request,KSA Royale,,,,
22.5k per sqft.,"1, 2.5, 3 BHK Apartments","Dec, 2023","Ramabai Ambedkar Nagar, Mumbai",94.95 L - 2.38 Cr,Rare Townships Rising City Houston Residency 19 To 28 Floor,,,,
,"1, 2, 3 BHK Apartments","Dec, 2023","Mahim, Mumbai",Price on Request,Nine Dimensions Shanta Durga,,,,
,"1, 2, 2.5, 3, 4 BHK Apartments","Dec, 2021","Mahim, Mumbai",Price on Request,Jewel Crest,,,,
35k per sqft.,1 RK Apartment,"Dec, 2022","Kalbadevi, Mumbai",1.14 Cr - 1.62 Cr,Ajmera Midtown,,,,
,"1, 1.5, 2 BHK Apartments","Dec, 2021","Dharavi, Mumbai",Price on Request,Trans India Prince Tower,,,,
24.98k per sqft.,3 BHK Apartment,,"Jogeshwari East, Mumbai",3.44 Cr,Oberoi Splendor,,,Ready to Move,
,2 BHK Apartment,,Ghatkopar West,1.95 Cr,Promenade At The Address,,,Ready to Move,
66.35k per sqft.,"3, 4, 5 BHK Apartments",,"Matunga West, Mumbai",13.0 Cr - 21.0 Cr,Wadhwa W54,,,Ready to Move,
45k per sqft.,"1, 2, 3 BHK Apartments","Dec, 2022","Mahim, Mumbai",1.98 Cr - 5.87 Cr,Indus Valley Aangan,,,,
,,,"Malad West, Mumbai",39.0 L,1 RK Apartment, 9.51k / sqft.,410 sqft.,,
,,,"Kanjurmarg West, Mumbai",1.05 Cr,1 BHK Apartment, 16.8k / sqft.,625 sqft.,,
,,,"Malad West, Mumbai",45.0 L,1 RK Apartment, 15.0k / sqft.,300 sqft.,,
,,,"Andheri West, Mumbai",2.2 Cr,2 BHK Apartment, 22.45k / sqft.,980 sqft.,,
,,,"Jogeshwari West, Mumbai",1.7 Cr,2 BHK Independent House, 17.35k / sqft.,980 sqft.,Ready to move in,
14.18k per sqft.,"1, 2 BHK Apartments","Dec, 2022","Dharavi, Mumbai",65.99 L - 93.77 L,Crystal F W Tower,,,,
46k per sqft.,3 BHK Apartment,,"Khar West, Mumbai",5.36 Cr - 5.89 Cr,Jai Mata Nivan,,,Ready to Move,
,3 BHK Apartment,,"Khar West, Mumbai",Price on Request,Fortune Crown,,,Ready to Move,
,3 BHK Apartment,,"Khar West, Mumbai",Price on Request,Samyakth Sahej,,,Ready to Move,
60k per sqft.,3 BHK Apartment,,"Khar West, Mumbai",5.53 Cr,Parthesh Ganga Jamuna,,,Ready to Move,
65k per sqft.,"1, 2, 3 BHK Apartments",,"Khar West, Mumbai",3.06 Cr - 7.24 Cr,Goldstar Celeste,,,Ready to Move,
42k per sqft.,"2, 3 BHK Apartments","Dec, 2022","Vile Parle West, Mumbai",3.22 Cr - 4.31 Cr,Zee Sahyadri,,,,
,3 BHK Apartment,,"Andheri West, Mumbai",Price on Request,NICCO Shrey Apartments,,,Ready to Move,
13k per sqft.,2 BHK Apartment,,"Malad West, Mumbai",1.39 Cr,SHDC Solitaire,,,Ready to Move,
,"1, 2 BHK Apartments",,"Sakinaka, Mumbai",Price on Request,Prakash Paramount,,,Ready to Move,
,,,"Parel, Mumbai",1.45 Cr,1 BHK Apartment, 30.46k / sqft.,476 sqft.,,
,,,"Goregaon East, Mumbai",50.0 L,1 BHK Apartment, 9.43k / sqft.,530 sqft.,,
,,,"Kandivali East, Mumbai",65.0 L,1 BHK Apartment, 13.0k / sqft.,500 sqft.,,
,,,"Andheri West, Mumbai",1.4 Cr,2 BHK Apartment, 18.69k / sqft.,749 sqft.,,
,,"30th Nov, 2024","Bhandup West, Mumbai",2.15 Cr,4 BHK Apartment, 17.2k / sqft.,1250 sqft.,,
,"2, 3 BHK Apartments",,"Parel, Mumbai",Price on Request,Omkar Veda Exclusive,,,Ready to Move,
12.9k per sqft.,"2, 3 BHK Apartments",,"Jogeshwari West, Mumbai",1.89 Cr - 2.54 Cr,Ahuja L'Amor,,,Ready to Move,
20k per sqft.,3 BHK Apartment,,"Andheri West, Mumbai",2.6 Cr,Mittal Skylark,,,Ready to Move,
,"4, 5, 6 BHK Apartments","Mar, 2025","Marine Lines, Mumbai",Price on Request,Marine Drive Ocean Towers Phase II,,,,
,"1 RK, 1 BHK Apartments","Dec, 2022","Bhandup West, Mumbai",31 L - 44 L,Arya Greens,,,,
65k per sqft.,3 BHK Apartment,,"Khar West, Mumbai",5.92 Cr,Ekta Iris,,,Ready to Move,
,1 BHK Apartment,"Dec, 2020","Dharavi, Mumbai",Price on Request,Kay Bee Akash,,,,
,"1, 2, 3 BHK Apartment,Villas","Nov, 2021","Shivaji Nagar, Mumbai",Price on Request,Tanish Strawberry Garden,,,,
35k per sqft.,"1, 2 BHK Apartments","Dec, 2020","Vile Parle East, Mumbai",1.47 Cr - 2.55 Cr,Moss OM GuruKrupa SRA CHS Prop Phase 1,,,,
,4 BHK Apartment,,"Khar West, Mumbai",Price on Request,Ekta Eudora,,,Ready to Move,
,,,"Wadala, Mumbai",1.35 Cr,1 BHK Apartment, 24.55k / sqft.,550 sqft.,,
,,,"Chembur, Mumbai",83.0 L,1 BHK Apartment, 16.94k / sqft.,490 sqft.,,
,,,"Mulund West, Mumbai",1.2 Cr,2 BHK Apartment, 17.14k / sqft.,700 sqft.,,
,,,"Borivali West, Mumbai",90.0 L,1 BHK Apartment, 18.56k / sqft.,485 sqft.,,
,,"30th Dec, 2020","Dahisar East, Mumbai",70.0 L,1 BHK Apartment, 12.28k / sqft.,570 sqft.,,
,2 BHK Apartment,,"Borivali West, Mumbai",Price on Request,Kiran Victory Elegance,,,Ready to Move,
,"2, 3, 4 BHK Apartments","Dec, 2021","Kalbadevi, Mumbai",Price on Request,MK Builders Hestia,,,,
25k per sqft.,2 BHK Apartment,"Dec, 2022","Kanjurmarg East, Mumbai",1.66 Cr - 1.98 Cr,Runwal Bliss Wing A,,,,
,"1, 2, 3 BHK Apartments","Dec, 2019","Sakinaka, Mumbai",Price on Request,Nida Universal Al Quba Tower,,,,
54.2k per sqft.,"3, 4 BHK Apartments",,"Worli, Mumbai",6.93 Cr - 17.4 Cr,Runwal Reserve,,,Ready to Move,
,"1, 2 BHK Apartments","Dec, 2021","Sion, Mumbai",Price on Request,Siddheshwar Residency II,,,,
,"1, 2, 3 BHK Apartments","Dec, 2021","Mahim, Mumbai",Price on Request,Khandwani Mehrabad,,,,
55k per sqft.,3 BHK Apartment,"Dec, 2020","Santacruz West, Mumbai",6.36 Cr,Ariisto Glory,,,,
55k per sqft.,"2, 3, 4 BHK Apartments","Dec, 2021","Lower Parel, Mumbai",7.07 Cr - 16.97 Cr,Raheja Imperia I,,,,
20k per sqft.,2 BHK Apartment,,"Santacruz East, Mumbai",2.29 Cr - 2.62 Cr,Sukh Sagar,,,Ready to Move,
,,,"Kandivali West, Mumbai",1.46 Cr,2 BHK Apartment, 13.77k / sqft.,1060 sqft.,,
,,,"Santacruz East, Mumbai",1.05 Cr,1 BHK Apartment, 20.15k / sqft.,521 sqft.,,
,,"10th Dec, 2020","Andheri West, Mumbai",2.4 Cr,2 BHK Apartment, 28.24k / sqft.,850 sqft.,,
,,"29th Jun, 2021","Mulund West, Mumbai",1.07 Cr,1 BHK Apartment, 14.34k / sqft.,746 sqft.,,
,,,"Malad West, Mumbai",29.5 L,1 RK Apartment, 13.11k / sqft.,225 sqft.,,
25k per sqft.,"1.5, 2 BHK Apartments","Dec, 2022","Kanjurmarg East, Mumbai",1.43 Cr - 1.72 Cr,Runwal Bliss Wing E,,,,
,"1, 2, 3, 4 BHK Apartments","Dec, 2019","Matunga East, Mumbai",Price on Request, Hemlata,,,,
,"1 RK, 1, 2, 3, 4 BHK Apartments","Dec, 2021","Madanpura, Mumbai",Price on Request,Dudhwala Aquapearl,,,,
,"1, 2 BHK Apartments","Jun, 2020","Mahim, Mumbai",Price on Request,Magnus Miraya,,,,
48k per sqft.,"1, 2, 3, 4 BHK Apartments","Jun, 2022","Vile Parle East, Mumbai",1.91 Cr - 8.43 Cr,Pruthvi Purushottam,,,,
44k per sqft.,"1, 2 BHK Apartments","Dec, 2023","Matunga West, Mumbai",2.12 Cr - 3.05 Cr,Wadhwa Pristine,,,,
18k per sqft.,1 BHK Apartment,"Dec, 2020","Dharavi, Mumbai",75 L - 79.73 L,Reliable Gulraj Paradise,,,,
44.16k per sqft.,"1, 2 BHK Apartments","Dec, 2023","Matunga West, Mumbai",2.21 Cr - 3.44 Cr,Wadhwa Pristine,,,,
24k per sqft.,3 BHK Apartment,"Dec, 2023","Borivali East, Mumbai",2.58 Cr - 2.63 Cr,Oberoi Sky City Tower E,,,,
,"2, 3 BHK Apartments","Dec, 2020","Borivali East, Mumbai",Price on Request,Dhanshree Garden View,,,,
,,,"Kandivali East, Mumbai",86.0 L,1 BHK Apartment, 14.33k / sqft.,600 sqft.,,
,,,"Dahisar East, Mumbai",1.4 Cr,2 BHK Apartment, 20.0k / sqft.,700 sqft.,,
,,,"Mulund West, Mumbai",40.0 L,1 RK Apartment, 13.33k / sqft.,300 sqft.,,
,,,"Mulund East, Mumbai",2.25 Cr,3 BHK Apartment, 19.57k / sqft.,1150 sqft.,,
,,,"Kandivali East, Mumbai",1.46 Cr,3 BHK Apartment, 11.68k / sqft.,1250 sqft.,,
,"3, 4 BHK Apartments","Dec, 2025","Prabhadevi, Mumbai",8.79 Cr - 18.75 Cr,25 South Prabhadevi,,,,
,"3, 4 BHK Apartment,Duplexes","Dec, 2022","Lower Parel, Mumbai",Price on Request,Lokhandwala Minerva 1A 1B And 1C,,,,
,"1, 2, 2.5, 3 BHK Apartments","Dec, 2020","Mazgaon, Mumbai",Price on Request, Shreepati Coronet,,,,
46.2k per sqft.,"2, 3, 4, 4.5 BHK Apartments","Dec, 2019","Matunga West, Mumbai",4.06 Cr - 11.28 Cr,Tridhaatu Kshitij,,,,
,2 BHK Apartment,"Dec, 2019","Vile Parle East, Mumbai",2.27 Cr - 2.81 Cr,Prima East Eden,,,,
21k per sqft.,"1, 2 BHK Apartments","Dec, 2020","Dharavi, Mumbai",75.07 L - 1.4 Cr,Lak And Hanware Heights,,,,
41k per sqft.,"1, 2, 2.5 BHK Apartments","Jun, 2022","Vile Parle East, Mumbai",1.56 Cr - 3.24 Cr,Pruthvi Shantadeep,,,,
23k per sqft.,2 BHK Apartment,"Dec, 2022","Kanjurmarg East, Mumbai",1.56 Cr,Arkade Earth Gardenia,,,,
,"3, 4, 4.5 BHK Apartments","Dec, 2025","Prabhadevi, Mumbai",8.79 Cr - 51.28 Cr,25 South 11th To 47th Floors,,,,
31.27k per sqft.,1 BHK Apartment,"Dec, 2020","Byculla, Mumbai",1.77 Cr,Kshitija Shree Laxmi Residency,,,,
,,,"Santacruz East, Mumbai",1.5 Cr,2 BHK Apartment, 23.08k / sqft.,650 sqft.,,
,,"31st Dec, 2021","Sion, Mumbai",3.55 Cr,3 BHK Apartment, 25.54k / sqft.,1390 sqft.,,
,,"30th Aug, 2020","Malad West, Mumbai",85.0 L,1 BHK Apartment, 15.45k / sqft.,550 sqft.,,
,,,"Kandivali East, Mumbai",1.8 Cr,2 BHK Apartment, 18.0k / sqft.,1000 sqft.,,
,,,"Malad East, Mumbai",1.55 Cr,2 BHK Apartment, 19.62k / sqft.,790 sqft.,,
26k per sqft.,"2, 3 BHK Apartments","Dec, 2022","Kanjurmarg East, Mumbai",2.03 Cr - 2.86 Cr,Arkade Earth Daffodil,,,,
,"1 RK, 1, 2 BHK Apartments","Dec, 2021","Mahim, Mumbai",Price on Request,Samruddhi Siddhivinayak,,,,
29.7k per sqft.,3 BHK Apartment,"Mar, 2022","Ghatkopar West, Mumbai",2.89 Cr - 4.0 Cr,Dhara Landspace Arihant Enclave,,,,
57.5k per sqft.,"2, 3 BHK Apartments","Dec, 2021","Santacruz West, Mumbai",4.04 Cr - 6.56 Cr,Ekta Trinity,,,,
25k per sqft.,2 BHK Apartment,"Dec, 2022","Kanjurmarg East, Mumbai",1.66 Cr - 1.98 Cr,Runwal Bliss Wing B,,,,
,"1, 2, 3 BHK Apartments","Jul, 2023","Agripada, Mumbai",Price on Request,Y H Ibrahim Residency,,,,
21k per sqft.,1 BHK Apartment,"Mar, 2021","Malad East, Mumbai",66.16 L - 88.86 L,Rishab Villa,,,,
32.4k per sqft.,"2, 3 BHK Apartments",,"Agripada, Mumbai",2.63 Cr - 3.88 Cr,Aalay Empire Solitaire,,,Under Construction,
,2 BHK Apartment,"Dec, 2020","Ghatkopar East, Mumbai",Price on Request,Dharmi Mahavir Krupa CHSL,,,,
45k per sqft.,"1, 2 BHK Apartments","May, 2021","Vile Parle East, Mumbai",1.8 Cr - 2.86 Cr,Black Gold Sheela Smruti CHSL,,,,
,,"30th Dec, 2022","Malad West, Mumbai",1.07 Cr,1 BHK Apartment, 16.46k / sqft.,650 sqft.,,
,,,"Borivali West, Mumbai",1.8 Cr,2 BHK Apartment, 18.0k / sqft.,1000 sqft.,,
,,,"Borivali West, Mumbai",1.2 Cr,2 BHK Apartment, 18.46k / sqft.,650 sqft.,,
,,"1st Mar, 2020","Goregaon East, Mumbai",1.2 Cr,1 BHK Apartment, 19.14k / sqft.,627 sqft.,,
,,"30th Nov, 2022","Parel, Mumbai",2.89 Cr,2 BHK Apartment, 34.0k / sqft.,850 sqft.,,
,"1, 2 BHK Apartments","Mar, 2023","Malad East, Mumbai",Price on Request,L K Kurar Sangeeta Aprtment Chs Ltd,,,,
,"1 RK, 1, 2, 3 BHK Apartments","Dec, 2020","Gamdevi, Mumbai",Price on Request,Devtaru The Island,,,,
23.5k per sqft.,2 BHK Apartment,"Dec, 2021","Powai, Mumbai",1.55 Cr - 1.82 Cr,Nahar Olivia,,,,
21.07k per sqft.,"1, 2 BHK Apartments","Dec, 2022","Kanjurmarg East, Mumbai",96.89 L - 1.44 Cr,Arkade Earth Hazel,,,,
27.5k per sqft.,"2, 3 BHK Apartments","Jun, 2020","Ghatkopar West, Mumbai",1.82 Cr - 2.28 Cr,Paradise Sonali CHSL,,,,
22.5k per sqft.,"1, 2.5, 3 BHK Apartments","Dec, 2023","Ramabai Ambedkar Nagar, Mumbai",94.95 L - 2.38 Cr,Rare Townships Rising City Houston Residency Upto 14 Floor,,,,
,3 BHK Apartment,,"Powai, Mumbai",4.44 Cr,Nahar Barberry – Bryony,,,Ready to Move,
,3 BHK Apartment,,"Khar West, Mumbai",Price on Request,Ekta Eros Apartment,,,Under Construction,
,"1, 2, 3 BHK Apartments","Sep, 2020","Andheri East, Mumbai",1.48 Cr - 3.34 Cr,Kanakia Rainforest,,,,
,"2, 3 BHK Apartments",,"Andheri West, Mumbai",Price on Request,Kalpataru Yashodhan,,,Under Construction,
